attrib_name,TCGA.OR.A5J1,TCGA.OR.A5J2,TCGA.OR.A5J3,TCGA.OR.A5J4,TCGA.OR.A5J5,TCGA.OR.A5J6,TCGA.OR.A5J7,TCGA.OR.A5J8,TCGA.OR.A5J9,TCGA.OR.A5JA,TCGA.OR.A5JB,TCGA.OR.A5JC,TCGA.OR.A5JD,TCGA.OR.A5JE,TCGA.OR.A5JF,TCGA.OR.A5JG,TCGA.OR.A5JI,TCGA.OR.A5JJ,TCGA.OR.A5JK,TCGA.OR.A5JL,TCGA.OR.A5JM,TCGA.OR.A5JO,TCGA.OR.A5JP,TCGA.OR.A5JQ,TCGA.OR.A5JR,TCGA.OR.A5JS,TCGA.OR.A5JT,TCGA.OR.A5JV,TCGA.OR.A5JW,TCGA.OR.A5JX,TCGA.OR.A5JY,TCGA.OR.A5JZ,TCGA.OR.A5K0,TCGA.OR.A5K1,TCGA.OR.A5K2,TCGA.OR.A5K3,TCGA.OR.A5K4,TCGA.OR.A5K5,TCGA.OR.A5K6,TCGA.OR.A5K8,TCGA.OR.A5K9,TCGA.OR.A5KO,TCGA.OR.A5KT,TCGA.OR.A5KU,TCGA.OR.A5KV,TCGA.OR.A5KW,TCGA.OR.A5KX,TCGA.OR.A5KY,TCGA.OR.A5KZ,TCGA.OR.A5L3,TCGA.OR.A5L4,TCGA.OR.A5L5,TCGA.OR.A5L6,TCGA.OR.A5L8,TCGA.OR.A5L9,TCGA.OR.A5LA,TCGA.OR.A5LB,TCGA.OR.A5LC,TCGA.OR.A5LD,TCGA.OR.A5LE,TCGA.OR.A5LG,TCGA.OR.A5LH,TCGA.OR.A5LJ,TCGA.OR.A5LK,TCGA.OR.A5LL,TCGA.OR.A5LM,TCGA.OR.A5LN,TCGA.OR.A5LO,TCGA.OR.A5LP,TCGA.OR.A5LR,TCGA.OR.A5LS,TCGA.OR.A5LT,TCGA.OU.A5PI,TCGA.P6.A5OF,TCGA.P6.A5OG,TCGA.PA.A5YG,TCGA.PK.A5H8,TCGA.PK.A5H9,TCGA.PK.A5HA,TCGA.PK.A5HB
hsa-mir-1225,0.6143,0,0,0,0.2149,0,0,0,0,0,0,0.2758,0.493,0,0,0,0,0,0,0,0.2094,0,0.2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2116,0,0,0,0,0,0,0.2553,0.5009,0,0.1032,0,0.8826,0,0,0,0.2307,0,0,0,0,0.7539,0.7835,0.3965,0,0,0,0,0.1993,0,0,0,0,0,0,0,0,0,0.4092,0,0,0,0,1.6094
hsa-mir-1226,2.7359,3.1567,1.2442,1.8953,0.7158,3.1394,1.3709,2.662,2.1774,1.0198,2.1796,2.1281,0,4.3855,0.8356,0.7316,1.1453,1.0455,1.0327,1.5588,3.519,0.7922,3.4525,1.2935,2.1846,0.5971,1.9754,2.394,0.2069,2.3154,2.7554,1.3273,0.9303,0.706,2.8915,1.9552,1.453,3.8661,1.1706,0.7283,0.545,0.5234,0.6679,0.4721,4.0682,1.4955,2.1164,1.8581,3.448,0.8672,1.1325,0.7334,1.8486,1.2422,1.2542,0.7051,0.5243,1.3793,5.02,3.0115,0.6729,0,0.5293,1.6804,0.3743,0.7173,0.8426,1.3321,1.5615,1.3593,0.9114,1.513,0.4448,1.2694,1.4005,0.4163,2.1687,2.1551,2.0122,2.6938
hsa-mir-1227,0,0,0,0.4005,0.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3922,0,0,0,0,0.2276,0,0,0.2069,0,0,0,0,0,0.2565,0.2532,0,0,0,0,0,0.2853,0,0,0,0,0,0,0,0.3502,0,0,0,0.1688,0.1872,0,0,0,0,0.276,0,0,0,0.226,0,0,0,0,0,0,0,0.2073,0,0,0,0.2231,0,0,0,0
hsa-mir-1228,0.235,0.6658,1.2442,1.2869,0.4018,1.3875,1.492,4.9469,2.0296,0.425,2.5396,0.8819,0.8597,1.4626,0.2584,0.4117,2.7883,0.7735,0.1435,1.9184,0.8326,0.3149,1.6157,3.3005,2.3522,0.2276,1.9754,1.4343,0.2069,1.5796,2.1893,2.0067,0.9303,1.178,0.8304,0.8216,1.8187,1.4787,0.7009,0.4096,1.3822,0.2853,0.6679,1.8915,3.2176,1.1096,0.1032,0.946,0.7073,0.3502,0.7786,1.4095,3.2994,0.9023,0.6361,0.5061,0.2858,0.7539,3.5092,0,0.3754,0.3309,0.5293,1.431,0.3743,1.1943,1.8231,1.7774,0,1.7055,1.4656,3.5436,0,1.2694,2.2041,0,1.321,0.898,1.9325,1.6094
hsa-mir-1229,3.2196,2.1122,1.2442,3.6645,1.3818,3.5576,2.5258,1.5186,2.246,0.8925,1.8349,2.0568,0.8597,5.7463,0.9861,0,0.8135,0.7735,1.3011,3.3858,3.4172,0,4.5444,1.9097,2.9484,2.2509,1.8506,2.1391,0.5485,1.41,4.6964,2.6514,1.4912,0.8811,3.6637,1.3418,2.4392,5.2271,2.2489,0.4096,2.4225,0.5234,1.5668,2.6385,4.4974,2.7277,2.9257,2.1864,1.5352,1.247,0.3086,2.1086,2.1599,1.3862,2.7399,1.8996,0.2858,2.7483,2.7592,4.4788,0.5318,1.6148,1.6853,1.6804,0.1993,2.2824,1.538,4.1938,1.4371,2.4192,2.0297,1.6613,1.3924,2.6258,1.4005,1.1181,0,0.898,2.6325,1.438
hsa-mir-1231,0,0,0,0,0,0,0.2947,0.3408,0,0.2281,0,0,0,0,0,0,0,0,0,0.875,0,0,0.2482,0,0,0,0,0,0,0,0,0,0.2028,0,0,0,0,0,0,0.2193,0.2981,0.2853,0.2585,0,0,0,0.1995,0,0,0,0,0,0,0,0,0,0,0,0,0.6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4092,0,0,0,0,0
hsa-mir-1234,0,0.1345,0.2577,0.2141,0.2149,0,0.2947,0,0.2871,0.2281,0,0,0,0.2571,0.2584,0,0.3818,0,0,0.3539,0,0.3149,0.2482,0.3676,0,0.2276,0.7239,0.2784,0,0,0,0.3237,0,0,0.2565,0,0.2116,0,0.3926,0.2193,0.2981,0,0.4777,0,0,0.2208,0,0,0.7073,0,0,0,0,0,0,0,0,0.5435,0.1944,0,0,0,0,0,0,0.7173,0.3976,0,0,0,0,0,0,0,0,0,0,0.194,0,0
hsa-mir-1236,0.235,0.1345,0,0,0,0.3441,0.2947,0.3408,0,0,0,0.2758,0,0,0,0,0,0,0,0.3539,0.3922,0,0,0,0.4576,0.2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2981,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,0,0,0.5188,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1237,0,0,0.666,0.4005,0,0,0,0,0.2871,0.2281,0.4016,0,0,0.2571,0.4775,0,0,0,0,0.3539,0.2094,0,0,0,0,0,0,0.7123,0,0,0,0.3237,0,0,0,0,0,0,0,0,0,0,0.2585,0,0.5009,0.2208,0,0,0,0,0.3086,0,0,0.3199,0,0,0,0,0.3657,0.1446,0.5318,0,0.5293,0,0.1993,0,0.2124,0.139,0,0.2314,0,0,0,0,0,0.2231,0,0,0.5194,0
hsa-mir-1238,0.235,0,0.2577,0.4005,0.4018,0,0,0,0.7317,0,0,0.2758,0.493,0.6648,0,0,0,0.438,0,0,0.7002,0,0,0,0.2469,0,0,0,0,0,0.6303,0,0.2028,0.2755,0,0.2532,0.2116,0,0,0,0,0.2853,0,0,0,0,0.2897,0,0.5078,0,0,0.4128,0.2307,0.1688,0,0,0,0,0.3657,0.3965,0.1999,0,0,0,0,0,0,0.4903,0,0.2314,0.2872,0.3885,0.2395,0,0,0.2231,0.5844,0,0,1.0184
hsa-mir-124-1,0,0,0,1.4647,1.0869,0,0,0,0.5265,0.2281,0,0,0,0.9823,0.4775,0,0,4.1432,0,0,0,0,0,0,0.2469,0,0,0,0,0,0.3493,0,0,0,0,0,0,1.6528,0,0.5777,0,0.2853,0,0.2553,2.768,0.2208,0,0.2072,0,0,1.1325,0,0.2307,0,0.3529,0,0,0,1.2884,0.1446,0,0.6,1.2201,0,0,0,0,2.1505,0,0,0,0,1.9595,0.9563,0,0.2231,0.5844,0,0,0.4243
hsa-mir-124-2,0,0,0,1.3785,0.2149,0.3441,0,0,0.2871,0,0.4016,0,0,0.6648,0,0.9933,0,3.4964,0,0,0,0,0,0.1955,0.2469,0,0,0,0,0,0,0,0,0,0,0.6558,0.2116,1.0512,0,0.2193,0,0,0,0.2553,1.4117,0.2208,0,0,0,0,0.5627,0,0,0,0.3529,0,0,0,0.1944,0.1446,0,1.1948,0,0,0,0.7173,0,1.6437,0,0.2314,0.5265,0,0.9282,0.9563,0,0.2231,0,0,0,0
hsa-mir-124-3,0,0,0,0.9708,0.5673,0,0,0,0.7317,0,0,0,0.493,0.8322,0,0.4117,0,3.6673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4685,0,1.4787,0,0,0,0,0,0,2.2437,0,0,0.2072,0,0,0.5627,0.7334,0,0,0,0,0,0,0.6572,0.5076,0,0.6,0.9156,0,0,0,0,1.8194,0,0,0.2872,0,0.7844,1.5265,0,0,0.5844,0,0.5194,0
hsa-mir-1243,0,0,0.2577,0.2141,0,0,0.7483,0.6163,0.2871,0,0,0,0,0,0,0.4117,0.3818,0,0.1435,0,0,0,0.6444,0,0,0.2276,0.9837,0.2784,0.2069,0.413,0.8653,0,0,0.5068,0.2565,0.4685,0.3961,0,0,0,0,0,0.2585,0,0,0.2208,0,0,0,0,0,0,0,0.1688,0,0.2751,0,0,0.1944,0,0,0.3309,0,0.5935,0,0,0.2124,0.4903,0.5733,0,0,0.2073,0.2395,0,0.4092,0.4163,0,0,0.5194,0.7517
hsa-mir-1245,0,1.1832,0,1.2869,0,0,0.2947,5.1768,0,0.425,0,0.2758,0,0.2571,0.8356,0,0.8135,1.2742,0.274,0.3539,0.2094,1.7821,0.4598,0.6604,0.2469,0.4242,0,0.5116,0.2069,0.413,0.6303,0,0.2028,1.0372,0.6633,0.2532,0,0,0,0.4096,0.7558,1.2091,1.6593,0.6606,0,0.2208,0,0.946,3.7261,0,0.3086,1.2173,0,0.1688,0.5014,0.7051,0.2858,1.8141,0.1944,0.1446,0.3754,0,0,1.8256,0,0,0.2124,0.3824,0.3149,0.4307,0.2872,0.2073,0.7844,0,3.0384,0.4163,0,0,0.9006,0.4243
hsa-mir-1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0.3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2532,0,0.778,0,0,0,0,0,0,1.167,0.2208,0,0,2.1971,0,0,0,0,0,0,0,0,0.2972,0,0.5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2434
hsa-mir-1247,0.6143,2.352,0.9839,2.2265,1.29,0.8545,0.5393,0,1.5762,2.7338,0.4016,2.4396,1.1519,1.1181,3.7396,3.7246,5.1391,2.4882,3.6322,4.9293,1.0657,0,1.859,5.8223,3.3427,0.891,4.5333,10.8005,0.945,0,0.3493,0.8112,1.0402,0.5068,1.8968,0.6558,2.5601,0.4409,2.4272,0.4096,0.2981,0.2853,3.1133,1.6459,1.8036,0.5814,0.1032,4.0794,0.5078,3.0254,3.149,3.8986,2.633,1.2422,2.8822,2.5951,0.2858,4.1269,2.1577,0.276,1.3975,2.0335,2.3187,2.9918,2.0392,0,4.466,1.4436,3.9893,2.5535,0.2872,0,3.402,2.1014,0.7277,1.1181,0,4.3217,0,0.7517
hsa-mir-1248,0.6143,1.784,1.4647,0.7137,1.6997,0,0.7483,1.3778,1.4655,1.9032,1.1914,1.4253,1.1519,1.7404,1.6589,1.4067,1.4947,2.7387,1.2385,1.9184,2.0975,0.6869,2.0011,1.2054,1.6958,0.5971,0.9837,0.7123,1.0561,1.41,4.569,1.1749,1.7067,1.8177,1.8194,3.4812,1.0744,5.7521,0.9548,0.7283,0.545,1.0658,2.6094,1.7325,6.6998,1.7294,1.3956,1.1605,6.8066,1.5474,0.5627,1.2173,0.7602,0.4567,1.6856,2.8263,2.0241,1.5009,2.5967,2.5484,0.5318,1.4879,1.8715,1.237,0.6712,1.5521,1.0776,2.599,0.7923,1.5427,1.3457,0.9464,2.025,1.5265,1.7207,1.2252,2.806,0.656,1.3317,5.5697
hsa-mir-1249,0.4371,0.9105,1.2442,0.848,0.9735,0.8545,1.2386,1.3778,0.7317,1.1368,1.6989,0.7067,1.3947,0.6648,0.6676,0.4117,1.3305,1.8002,0.5042,0.3539,0.2094,0.9823,0.9549,1.4549,1.2057,1.0182,0,1.0455,0.6931,0.7337,0.8653,0.588,1.6384,0.2755,1.1159,0.6558,0.3961,0.778,2.7954,1.4015,0.2981,0,2.1164,0.8273,0.5009,0.4123,0.1995,1.9182,0,1.5474,1.1325,0.9955,0.4296,0.5817,1.486,0.5061,1.3413,0.9374,0.7835,0.5076,0.8015,0.6,1.6853,2.0782,1.4737,1.5521,0.9649,0.2659,0.5733,0,1.0712,1.7958,0.7844,0.9563,0.7277,1.3249,0.9992,0.365,1.059,1.438
hsa-mir-1250,0,0,0,0,0.2149,0,0.5393,0,1.4655,0,0,0,0,0,0,0,0,0.7735,0,0.3539,0.5544,0,0.2482,0,0,0.4242,0,0,0,0,0.6303,0,0.2028,0,0,0,0,0.4409,0.3926,0,0.2981,0,0,0,0.8721,0.2208,0.1032,1.0573,0.2761,0,0,0,0,0.6966,0,0,1.2108,0.5435,0,0,0,0,0,0,0.1993,0,0.2124,0,0,0,0.5265,0.3885,0.2395,0,0,0.2231,0,0.194,0.283,0
hsa-mir-1251,0.235,1.1197,1.8246,2.6508,0.8504,0,0.2947,0.3408,1.8649,0.5982,0,1.6355,0,2.11,0.2584,0,0,2.1849,1.1046,0.875,3.4588,0,3.5482,1.2054,0.2469,0,0.4069,1.4343,0,0,3.7362,0,4.6438,0.5068,1.1159,2.0248,0.2116,4.4177,0.7009,0,0.7558,0.2853,0,1.3497,0.5009,0.7326,0,0.2072,3.7714,0,0,0,0,0.8031,4.1282,1.9787,0,3.3107,0.1944,1.5865,0,1.8393,1.2201,3.5043,0,1.8386,0,0.7725,0,0.9028,0.5265,0.6942,0,0.9563,0,0,0,0,1.6631,0
hsa-mir-1254,2.1822,0.8335,1.6558,0.9708,2.4585,1.885,1.0929,1.2217,1.0711,1.5281,0.9729,1.179,1.3947,1.7404,1.6589,1.7276,0.6835,1.6453,0.8771,1.4158,1.5231,0.5732,3.3764,0.6604,1.4221,1.9654,2.0903,1.316,1.8565,0.8708,3.4043,2.9147,1.1424,1.9804,2.2902,1.3418,1.6833,1.8081,1.8082,0.7283,0.9397,1.459,1.9795,0,2.1114,1.1096,1.0271,1.2569,2.6491,1.5474,0.7786,1.579,1.2555,1.9468,1.3357,1.6327,1.674,2.3556,1.6617,1.9436,1.0286,0.3309,2.3187,0.8861,0.1993,1.5521,0.9649,1.9384,1.3009,2.4654,2.0297,0.5494,0.7844,1.5265,1.4005,1.7404,0.5844,0.5178,0.7226,2.6938
hsa-mir-1255a,0,0.9105,0,0,0.7158,0.8545,0.2947,1.9749,0.5265,0.5982,1.3811,0.7067,0,0,0.4775,0,0.3818,0.438,0.5042,0.875,0.7002,0.166,1.4272,0.1955,0.2469,0.4242,0.7239,0.2784,0.2069,0.2212,0.8653,1.1749,0.3806,0,0.4742,0.8216,1.0744,0,0.3926,0,0.545,0.5234,0.4777,0.4721,0.5009,0,0.1995,1.7953,1.5352,0,0.7786,0.4128,0.6044,0.1688,0,0.5061,0.908,1.3793,0.8996,1.308,0.1999,0,0,0.4214,0.3743,0,0,0.2659,0.7923,0.2314,0.2872,0.3885,0.4448,0.556,1.2091,0.4163,0.5844,0.194,0,1.2434
hsa-mir-1256,0,0.1345,0.2577,0,0.4018,0.3441,0.2947,0,0,0.2281,0.9729,0,0,0,0,0,0,0,0,0,0,0,0.2482,0,0,0,0,0,0,0,0,0.3237,0,0.2755,0,0,0.2116,0.4409,0,0,0,0,0.2585,0,0,0,0,0.2072,0.2761,0,0,0,0,0,0,0,0,0,0.1944,0,0,0,0,0,0,0,0,0.2659,0,0,0,0,0,0,0,0,0,0,0.283,0
hsa-mir-1257,0,0,0,0,0,1.885,0,0,0,0,0,0,0,0,0.2584,0,0,0,0,0,0,0,0.2482,0,0,0,0,0,0,0,0,0,0,0,0,0.2532,0,0,0,0,0,0,0.2585,0,0,0,0.1032,0.2072,0.5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1258,0.235,0,0.2577,0.2141,0.4018,4.6267,0,0.6163,0,0.7528,0.4016,0.5073,1.6025,0,1.7458,0.4117,2.3042,0.7735,0.6068,1.0786,1.8699,2.102,0,2.2981,2.8769,0,3.4296,2.0677,1.0561,1.7313,1.5447,3.4004,0.3806,1.7289,0,1.2283,3.5537,0,0,0.8646,0,2.693,2.1164,0.4721,0,0,0,0,2.8312,1.677,3.0276,3.162,2.55,0,3.1533,2.6921,0,0,0.1944,3.085,0,1.4879,0,3.7962,0.1993,0,2.6405,0,2.6706,3.4015,0.2872,2.6085,0.2395,0.9563,0,2.7412,3.5221,2.008,3.4265,0.4243
hsa-mir-125a,11.2325,11.5894,11.4724,11.0176,11.7956,11.127,10.5431,10.8814,12.8492,11.4977,11.1109,12.4531,12.5845,11.1208,12.1608,11.1427,12.5368,11.1587,11.8777,11.1734,10.3459,10.6451,11.5303,12.0436,12.5198,10.4245,11.8325,12.4807,12.1947,12.8598,10.3645,12.2694,10.5803,11.7816,11.7322,12.7967,12.3095,11.477,11.3093,12.4276,11.5702,11.6076,11.1348,11.3985,10.3757,12.6363,10.6332,12.1692,10.6425,11.4499,12.2032,11.722,11.9757,12.3051,13.2966,12.0112,12.1595,11.3731,11.7064,10.4436,11.8513,11.1602,11.5974,11.8156,10.9292,12.2126,12.3972,11.4136,12.1838,11.8251,11.8779,12.089,12.8075,11.6016,9.6343,12.449,12.7366,11.2055,12.1801,10.7421
hsa-mir-125b-1,10.2018,10.9171,8.8075,8.9897,8.9596,10.0944,5.3292,10.8388,10.258,8.1779,8.0313,9.5407,11.6919,8.0487,9.2204,8.8945,11.5415,10.2781,9.6249,9.7737,8.2515,9.7666,8.6807,10.7658,10.8668,9.3327,11.8458,9.6605,9.8522,10.4934,8.6032,10.9237,5.3786,9.7765,8.7397,10.4953,9.9743,9.9595,8.1891,9.3218,9.0456,7.7055,9.6115,9.4141,7.3842,9.2087,4.2769,8.3834,8.0387,9.2138,9.7102,10.7309,10.4563,11.1404,11.1488,10.3309,8.2991,8.3246,7.0708,7.9152,10.5178,9.1464,7.2947,9.5723,9.8997,8.8033,10.1429,7.0742,10.5225,9.3981,6.5434,11.9097,9.1608,8.8079,10.6821,10.3479,10.2356,9.5182,6.4789,6.6211
hsa-mir-125b-2,3.538,4.7179,3.9875,4.1922,2.7615,4.962,1.2386,4.5958,4.3333,3.205,0.9729,3.4185,6.8153,4.3306,4.4457,4.3565,5.8795,3.9906,4.1985,4.1212,0.9539,4.9023,3.5249,5.9798,4.8762,2.9383,5.7226,3.0787,4.4059,3.8669,3.904,5.3575,1.4116,3.7459,2.7316,5.0121,5.0543,2.403,2.5088,2.5668,4.8116,2.4258,4.1117,3.1282,3.2806,3.3594,0.5309,3.1499,4.7291,4.2369,4.7673,5.1343,5.002,5.2095,5.4668,4.9464,3.0789,2.9325,1.007,3.7598,4.2463,4.1294,1.2201,4.4727,4.4419,3.499,4.6953,1.7774,5.5353,3.4711,2.3742,6.9807,3.3261,2.8304,1.2091,4.4532,4.086,5.5954,0.9006,3.1478
hsa-mir-126,11.8507,12.6353,11.6583,11.7606,11.4642,12.1364,11.934,12.9139,12.2562,11.8985,11.4344,12.4832,10.6989,11.5711,11.9063,11.7522,11.9545,11.3571,11.9162,12.7547,10.0422,10.6439,11.5393,11.621,11.951,11.9113,11.0595,12.2285,11.67,12.4297,11.4186,11.4373,9.6869,12.3359,11.1091,11.3253,11.1024,11.7863,12.7615,11.3452,10.8346,11.4898,13.4525,11.8756,11.7827,10.854,11.0054,11.3776,12.3504,12.5154,12.7718,12.5581,11.169,11.036,12.2289,12.6888,12.0055,11.717,11.3549,10.4048,11.5037,11.4507,11.4564,11.8002,12.0994,12.0114,12.101,11.5867,11.3713,12.1105,12.1771,9.5823,11.2296,11.156,13.8183,12.1808,12.3296,12.825,13.2649,13.1063
hsa-mir-1260,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0.2212,0,0,0,0.2755,0,0,0.3961,0,0,0,0,0.2853,0,0,0,0,0,0.2072,0.2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2073,0,0,0,0.2231,0,0,0,0
hsa-mir-1260b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2193,0,0,0,0,0,0.2208,0,0.3883,0,0,0,0,0,0,0,0,0,0,0,0.1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1262,1.2723,0.9105,0.666,1.6229,1.4681,0.3441,0.9309,2.321,0.9114,2.1459,0,0.2758,0.493,0.2571,1.3613,1.99,1.043,0.7735,0.6068,0.875,0.9539,0.6869,2.1304,0.7871,0.6415,0.891,0.7239,0.2784,1.3459,0.2212,1.793,0,1.8343,1.0372,0.8304,1.105,0.8399,1.0512,0.3926,1.7918,1.9085,0.7277,2.2414,0.2553,0.8721,1.2162,0.6031,1.7953,1.4262,1.0696,1.2815,0.4128,0.9009,0.4567,0.8728,0.88,0.5243,0.5435,1.5237,1.4259,0.3754,0.3309,1.2201,0.226,0.5304,0,0.3976,0.139,1.6761,0.9028,0,1.0576,0,0.9563,3.3482,0.4163,0.9992,0.898,0.5194,3.4927
hsa-mir-1266,1.1625,1.4644,0.9839,1.2869,1.8992,0.6217,1.0929,0.6163,0.2871,2.4917,1.5488,0.7067,1.3947,0.8322,0.9861,0.4117,0.2035,1.6453,1.1731,1.9184,2.5844,0.3149,1.7824,1.0114,0.8045,2.6152,2.3884,1.187,1.3459,0.7337,2.6956,3.2559,1.5667,2.3214,0.4742,1.3418,2.6716,1.2807,0.7009,0.4096,0,0.2853,1.1227,0.8273,0.8721,0.5814,1.2682,1.5886,1.3083,1.405,0.5627,1.579,1.1467,1.316,1.6856,1.0359,1.9442,1.7171,0.3657,2.2617,0.6729,1.0224,0.5293,1.431,0.9173,1.1943,0.9649,1.3889,1.3009,2.8945,1.0712,0.3885,1.2896,0,0.9884,2.3259,0.9992,0.5178,0.283,0.7517
hsa-mir-1269,8.7713,6.9527,0,10.5283,1.96,2.0815,2.4678,1.9749,0.7317,9.7948,0,9.8572,1.1519,2.4562,1.1223,2.3112,1.4947,10.8276,10.8043,0,1.2664,1.5005,2.4106,1.2935,1.6102,1.4378,2.2957,9.231,0.3878,8.4997,13.2324,2.7625,8.5762,2.6464,1.1159,2.0248,12.4827,8.5182,2.7954,1.8587,0.9397,4.0466,2.1164,1.5538,0,0.7326,10.3941,1.4322,9.2288,1.0696,1.6537,0.4128,10.4203,0.8031,1.6221,1.0359,4.4327,1.9051,2.0105,12.2331,0.6729,0.6,1.2201,1.9574,0.9173,0,0.5616,0.5906,2.1426,2.8945,2.6006,0.9464,1.3924,1.2694,1.4005,4.3505,3.1685,1.0054,2.7763,3.7342
hsa-mir-127,13.3826,7.0956,14.9156,13.8544,14.0692,16.011,14.3323,12.7189,5.528,14.3107,7.4848,12.6659,10.8847,15.2532,8.4759,16.0883,12.1556,14.5283,14.9934,16.5793,7.1891,12.4585,14.1193,7.7631,6.808,13.8605,6.8823,7.9322,7.7617,12.3347,7.3813,7.4581,6.2396,7.4181,13.8998,12.3497,14.8163,13.5774,14.8712,7.5633,15.4374,14.2821,14.2191,7.8284,14.3682,15.487,13.4973,7.7494,13.4357,13.5727,15.4926,13.2458,6.3421,13.9007,7.3261,13.6552,13.0033,14.1488,13.5442,15.5177,13.0216,7.4579,13.8058,8.2266,11.6328,15.6491,13.4218,15.2414,7.5667,7.362,14.5702,10.7109,13.0752,13.81,10.041,6.9591,15.4799,13.8171,9.0521,13.2446
hsa-mir-1270-1,1.2723,0.6658,0.2577,0.2141,1.0869,0,3.6504,1.0467,0,2.4917,0.4016,1.5342,0.493,2.404,1.4675,0,0.6835,0,0.1435,0.875,2.2941,0.9823,0.808,0.6604,0.8045,0.891,1.3946,1.0455,0.3878,1.41,0.8653,2.0067,0,0.2755,0.9802,1.4471,0.3961,0,0,1.4884,0.2981,2.0976,0.8359,0,0.5009,0,0,0.6939,3.2702,0.3502,1.8573,0.9955,1.7774,0.3199,1.1679,0.7051,1.2108,0.7539,2.0613,1.3682,0.6729,0.8266,2.849,0.226,0.3743,0,0.3976,0.6844,1.3009,2.5535,1.0712,0.9464,3.246,0,2.3961,0.7389,0.9992,1.7852,3.027,3.941
hsa-mir-1270-2,1.4695,0.1345,0,0,1.6997,1.0548,3.7016,0.3408,0,2.6179,1.8349,1.9818,1.6025,2.404,1.3613,0.7316,1.043,1.0455,0.6068,0.875,2.0439,0,1.3228,0.5214,1.2057,0.891,0,0.7123,0.5485,1.6574,0,1.1749,0,0.2755,0.9802,1.5452,0.7066,0,0.3926,0.9891,0,1.9421,0.2585,0.2553,0,0.2208,0.1032,0.5492,3.1032,0.3502,2.4676,0.9955,1.5399,0,1.4128,0.7051,0.7288,0.7539,2.4896,0.7974,0.6729,0.6,2.4415,0.226,0.1993,0.7173,0.3976,0.6844,0.9825,2.0465,0.2872,1.1609,3.5868,0.556,2.3033,0.8767,0.9992,1.5215,3.2405,3.8413
hsa-mir-1271,2.3913,2.4326,2.7379,3.3161,1.3818,2.0815,0.9309,2.5999,1.0711,0.7528,2.0736,0.5073,1.7841,1.5613,1.2468,0.7316,0.8135,2.1849,1.4186,0.3539,0.3922,1.2275,0.4598,1.6001,0.8045,1.4378,0.7239,1.9132,1.1593,1.5796,0.6303,1.4651,0.5388,0.5068,0.4742,1.3418,0.8399,1.4787,0.3926,0.2193,0.9397,0.2853,1.8283,1.3497,2.4768,0.2208,0.1032,1.3472,1.3083,1.247,0.9664,1.9933,0.2307,1.9926,1.3357,0.5061,0.7288,1.3793,1.2884,2.6729,1.623,0.3309,1.6853,1.0128,0,0.7173,0.5616,0.934,0.9825,1.258,0.2872,0,0.9282,2.7317,3.3482,0.7389,0.9992,1.5215,1.2018,0.4243
hsa-mir-1274b,0.4371,0.5741,0,0.2141,0,1.2307,1.7076,1.0467,0,1.245,1.3811,0.5073,0,0.4753,1.9054,0.9933,0.3818,1.6453,0.6068,0.875,0.3922,0.4498,0.2482,0.9036,0.2469,0.2276,0,0.7123,0.8245,0.413,0.8653,0.3237,1.0402,0,0.2565,0.2532,0.5597,0.778,0.9548,0.8646,0.7558,0.5234,0.6679,0.4721,0.8721,0.8695,0,0.5492,1.1798,0.8672,0,0,0.2307,0.1688,0.1872,0.88,0.2858,1.1002,0.1944,0.7974,0.1999,0.6,1.6853,0.226,0.5304,0.7173,0.2124,0.4903,0.7923,0,1.3457,0.2073,0.6246,0,1.5695,0.2231,0,1.1053,1.059,0.7517
